id,Cod. Disciplina,Per. Aluno,Situação Disc.
aoe1bz,SI31F,1,Aprovado por Nota/Frequência
aoe1bz,SI31D,1,Aprovado por Nota/Frequência
aoe1bz,SI31C,1,Aprovado por Nota/Frequência
aoe1bz,SI31B,1,Aprovado por Nota/Frequência
aoe1bz,SI31A,1,Aprovado por Nota/Frequência
aoe1bz,SI31E,1,Aprovado por Nota/Frequência
aoe1bz,SI31G,1,Aprovado por Nota/Frequência
aoe1bz,SI32A,2,Aprovado por Nota/Frequência
aoe1bz,SI32B,2,Aprovado por Nota/Frequência
aoe1bz,SI32C,2,Aprovado em Exame de Suficiência
aoe1bz,SI32D,2,Aprovado por Nota/Frequência
aoe1bz,SI32F,2,Aprovado por Nota/Frequência
aoe1bz,SI32E,2,Aprovado por Nota/Frequência
aoe1bz,SI33B,3,Reprovado por Nota/Frequência
aoe1bz,SI33A,3,Aprovado por Nota/Frequência
aoe1bz,SI33C,3,Aprovado por Nota/Frequência
aoe1bz,SI33F,3,Aprovado por Nota/Frequência
aoe1bz,SI33E,3,Aprovado por Nota/Frequência
aoe1bz,SI33D,3,Aprovado por Nota/Frequência
aoe1bz,SI34B,4,Aprovado por Nota/Frequência
aoe1bz,SI34A,4,Aprovado por Nota/Frequência
aoe1bz,SI34D,4,Aprovado por Nota/Frequência
aoe1bz,SI34C,4,Aprovado por Nota/Frequência
aoe1bz,SI34E,4,Aprovado por Nota/Frequência
aoe1bz,SI34F,4,Aprovado por Nota/Frequência
aoe1bz,SI35F,5,Aprovado por Nota/Frequência
aoe1bz,SI35C,5,Aprovado por Nota/Frequência
aoe1bz,SI35E,5,Aprovado por Nota/Frequência
aoe1bz,SI35D,5,Aprovado por Nota/Frequência
aoe1bz,SI35G,5,Aprovado por Nota/Frequência
aoe1bz,SI35B,5,Aprovado por Nota/Frequência
aoe1bz,SI35A,5,Aprovado por Nota/Frequência
aoe1bz,SI33B,6,Aprovado por Nota/Frequência
aoe1bz,SI36H,6,Aprovado por Nota/Frequência
aoe1bz,SI36G,6,Aprovado por Nota/Frequência
aoe1bz,SI36C,6,Aprovado por Nota/Frequência
aoe1bz,SI36E,6,Aprovado por Nota/Frequência
aoe1bz,SI36B,6,Aprovado por Nota/Frequência
aoe1bz,SI36D,6,Aprovado por Nota/Frequência
aoe1bz,SI36A,6,Aprovado por Nota/Frequência
aoe1bz,SI33B,6,Reprovado por Nota/Frequência
aoe1bz,SI36F,6,Aprovado por Nota/Frequência
aoe1bz,SI37A,6,Aprovado por Nota
di576t,SI31A,1,Aprovado por Nota/Frequência
di576t,SI31B,1,Aprovado por Nota/Frequência
di576t,SI31C,1,Reprovado por Nota
di576t,SI31D,1,Aprovado por Nota/Frequência
di576t,SI31E,1,Aprovado por Nota/Frequência
di576t,SI31G,1,Aprovado por Nota/Frequência
di576t,SI31F,1,Aprovado por Nota/Frequência
di576t,SI32A,2,Aprovado por Nota/Frequência
di576t,SI32B,2,Aprovado por Nota/Frequência
di576t,SI32D,2,Aprovado por Nota/Frequência
di576t,SI32C,2,Aprovado em Exame de Suficiência
di576t,SI32E,2,Aprovado por Nota/Frequência
di576t,SI32F,2,Reprovado por Nota
di576t,SI33F,3,Reprovado por Nota
di576t,SI32F,3,Aprovado por Nota/Frequência
di576t,SI31C,3,Aprovado por Nota/Frequência
di576t,SI33A,3,Aprovado por Nota/Frequência
di576t,SI33B,3,Reprovado por Nota/Frequência
di576t,SI33C,3,Aprovado por Nota/Frequência
di576t,SI33E,3,Reprovado por Nota
di576t,SI33D,3,Aprovado por Nota/Frequência
di576t,SI34C,4,Aprovado por Nota/Frequência
di576t,SI34E,4,Aprovado por Nota/Frequência
di576t,SI34D,4,Reprovado por Nota
di576t,SI34B,4,Aprovado por Nota/Frequência
di576t,SI34F,4,Reprovado por Nota
di576t,SI34A,4,Aprovado por Nota/Frequência
di576t,SI33F,4,Aprovado por Nota/Frequência
di576t,SI35G,5,Aprovado por Nota/Frequência
di576t,SI35E,5,Aprovado por Nota/Frequência
di576t,SI35F,5,Aprovado por Nota/Frequência
di576t,SI35D,5,Aprovado por Nota/Frequência
di576t,SI35A,5,Aprovado por Nota/Frequência
di576t,SI35B,5,Aprovado por Nota/Frequência
di576t,SI35C,5,Aprovado por Nota/Frequência
di576t,SI34F,5,Aprovado por Nota/Frequência
di576t,SI34D,5,Aprovado por Nota/Frequência
di576t,SI33E,5,Aprovado por Nota/Frequência
di576t,SI36E,6,Aprovado por Nota/Frequência
di576t,SI36G,6,Aprovado por Nota/Frequência
di576t,SI36A,6,Aprovado por Nota/Frequência
di576t,SI36C,6,Aprovado por Nota/Frequência
di576t,SI36H,6,Aprovado por Nota/Frequência
di576t,SI36F,6,Aprovado por Nota/Frequência
di576t,SI36B,6,Aprovado por Nota/Frequência
di576t,SI33B,6,Aprovado por Nota/Frequência
di576t,SI37A,6,Aprovado por Nota
di576t,SI36D,6,Aprovado por Nota/Frequência
djw46t,SI31B,1,Aprovado por Nota/Frequência
djw46t,SI31A,1,Aprovado por Nota/Frequência
djw46t,SI31C,1,Reprovado por Nota
djw46t,SI31D,1,Aprovado por Nota/Frequência
djw46t,SI31E,1,Aprovado por Nota/Frequência
djw46t,SI31F,1,Aprovado por Nota/Frequência
djw46t,SI31G,1,Aprovado por Nota/Frequência
djw46t,SI32B,2,Aprovado por Nota/Frequência
djw46t,SI32A,2,Aprovado por Nota/Frequência
djw46t,SI32C,2,Aprovado em Exame de Suficiência
djw46t,SI32F,2,Aprovado por Nota/Frequência
djw46t,SI32E,2,Aprovado por Nota/Frequência
djw46t,SI32D,2,Aprovado por Nota/Frequência
djw46t,SI33A,3,Aprovado por Nota/Frequência
djw46t,SI33B,3,Aprovado por Nota/Frequência
djw46t,SI33F,3,Aprovado por Nota/Frequência
djw46t,SI33D,3,Aprovado por Nota/Frequência
djw46t,SI33C,3,Aprovado por Nota/Frequência
djw46t,SI33E,3,Aprovado por Nota/Frequência
djw46t,SI34C,4,Aprovado por Nota/Frequência
djw46t,SI34F,4,Aprovado por Nota/Frequência
djw46t,SI34E,4,Aprovado por Nota/Frequência
djw46t,SI34D,4,Aprovado por Nota/Frequência
djw46t,SI31C,4,Aprovado por Nota/Frequência
djw46t,SI34A,4,Aprovado por Nota/Frequência
djw46t,SI34B,4,Aprovado por Nota/Frequência
djw46t,SI35B,5,Aprovado por Nota/Frequência
djw46t,SI35D,5,Reprovado por Nota
djw46t,SI35A,5,Reprovado por Nota
djw46t,SI35G,5,Reprovado por Nota
djw46t,SI35E,5,Aprovado por Nota/Frequência
djw46t,SI35F,5,Aprovado por Nota/Frequência
djw46t,SI35C,5,Aprovado por Nota/Frequência
djw46t,SI36B,6,Aprovado por Nota/Frequência
djw46t,SI36D,6,Aprovado por Nota/Frequência
djw46t,SI35G,6,Aprovado por Nota/Frequência
djw46t,SI35D,6,Aprovado por Nota/Frequência
djw46t,SI35A,6,Aprovado por Nota/Frequência
djw46t,SI35A,6,Reprovado por Nota
djw46t,SI36C,6,Aprovado por Nota/Frequência
djw46t,SI36H,6,Aprovado por Nota/Frequência
djw46t,SI37A,6,Reprovado
djw46t,SI36F,6,Aprovado por Nota/Frequência
djw46t,SI36G,6,Aprovado por Nota/Frequência
djw46t,SI36E,6,Aprovado por Nota/Frequência
djw46t,SI36A,6,Aprovado por Nota/Frequência
edo8ow,SI31E,1,Aprovado por Nota/Frequência
edo8ow,SI31D,1,Aprovado por Nota/Frequência
edo8ow,SI31C,1,Aprovado por Nota/Frequência
edo8ow,SI31B,1,Aprovado por Nota/Frequência
edo8ow,SI31A,1,Aprovado por Nota/Frequência
edo8ow,SI31F,1,Aprovado por Nota/Frequência
edo8ow,SI31G,1,Aprovado por Nota/Frequência
edo8ow,SI32E,2,Aprovado por Nota/Frequência
edo8ow,SI32C,2,Aprovado por Nota/Frequência
edo8ow,SI32D,2,Aprovado por Nota/Frequência
edo8ow,SI32B,2,Aprovado por Nota/Frequência
edo8ow,SI32A,2,Aprovado por Nota/Frequência
edo8ow,SI32F,2,Aprovado por Nota/Frequência
edo8ow,SI33A,3,Aprovado por Nota/Frequência
edo8ow,SI33B,3,Reprovado por Nota/Frequência
edo8ow,SI33D,3,Aprovado por Nota/Frequência
edo8ow,SI33F,3,Aprovado por Nota/Frequência
edo8ow,SI33E,3,Aprovado por Nota/Frequência
edo8ow,SI33C,3,Aprovado por Nota/Frequência
edo8ow,SI34C,4,Reprovado por Nota
edo8ow,SI34A,4,Aprovado por Nota/Frequência
edo8ow,SI34E,4,Aprovado por Nota/Frequência
edo8ow,SI34D,4,Aprovado por Nota/Frequência
edo8ow,SI34B,4,Aprovado por Nota/Frequência
edo8ow,SI34F,4,Reprovado por Nota
edo8ow,SI33B,5,Aprovado por Nota/Frequência
edo8ow,SI34C,5,Aprovado por Nota/Frequência
edo8ow,SI35G,5,Aprovado por Nota/Frequência
edo8ow,SI35E,5,Aprovado por Nota/Frequência
edo8ow,SI35F,5,Aprovado por Nota/Frequência
edo8ow,SI35C,5,Aprovado por Nota/Frequência
edo8ow,SI35D,5,Reprovado por Nota
edo8ow,SI35A,5,Reprovado por Nota
edo8ow,SI35B,5,Aprovado por Nota/Frequência
edo8ow,SI35D,6,Aprovado por Nota/Frequência
edo8ow,SI34F,6,Aprovado por Nota/Frequência
edo8ow,SI37A,6,Aprovado por Nota
edo8ow,SI36H,6,Reprovado por Nota/Frequência
edo8ow,SI36A,6,Aprovado por Nota/Frequência
edo8ow,SI36H,6,Aprovado por Nota/Frequência
edo8ow,SI36B,6,Aprovado por Nota/Frequência
edo8ow,SI36F,6,Aprovado por Nota/Frequência
edo8ow,SI36G,6,Aprovado por Nota/Frequência
edo8ow,SI35A,6,Reprovado por Nota/Frequência
edo8ow,SI35A,6,Reprovado por Nota
edo8ow,SI36C,6,Aprovado por Nota/Frequência
edo8ow,SI35A,6,Aprovado por Nota/Frequência
edo8ow,SI36D,6,Aprovado por Nota/Frequência
edo8ow,SI36H,6,Reprovado por Nota/Frequência
edo8ow,SI36E,6,Aprovado por Nota/Frequência
f8+7ek,SI31F,1,Aprovado por Nota/Frequência
f8+7ek,SI31E,1,Aprovado por Nota/Frequência
f8+7ek,SI31B,1,Aprovado por Nota/Frequência
f8+7ek,SI31D,1,Aprovado por Nota/Frequência
f8+7ek,SI31C,1,Aprovado por Nota/Frequência
f8+7ek,SI31G,1,Aprovado por Nota/Frequência
f8+7ek,SI31A,1,Aprovado por Nota/Frequência
f8+7ek,SI32F,2,Aprovado por Nota/Frequência
f8+7ek,SI32E,2,Aprovado por Nota/Frequência
f8+7ek,SI32A,2,Aprovado por Nota/Frequência
f8+7ek,SI32D,2,Aprovado por Nota/Frequência
f8+7ek,SI32C,2,Aprovado em Exame de Suficiência
f8+7ek,SI32B,2,Aprovado por Nota/Frequência
f8+7ek,SI33C,3,Aprovado por Nota/Frequência
f8+7ek,SI33B,3,Aprovado por Nota/Frequência
f8+7ek,SI33A,3,Aprovado por Nota/Frequência
f8+7ek,SI33E,3,Aprovado por Nota/Frequência
f8+7ek,SI33F,3,Aprovado por Nota/Frequência
f8+7ek,SI33D,3,Aprovado por Nota/Frequência
f8+7ek,SI34E,4,Aprovado por Nota/Frequência
f8+7ek,SI34B,4,Aprovado por Nota/Frequência
f8+7ek,SI34C,4,Aprovado por Nota/Frequência
f8+7ek,SI34A,4,Aprovado por Nota/Frequência
f8+7ek,SI34D,4,Aprovado por Nota/Frequência
f8+7ek,SI34F,4,Aprovado por Nota/Frequência
f8+7ek,SI35E,5,Aprovado por Nota/Frequência
f8+7ek,SI35A,5,Aprovado por Nota/Frequência
f8+7ek,SI35B,5,Aprovado por Nota/Frequência
f8+7ek,SI35C,5,Aprovado por Nota/Frequência
f8+7ek,SI35D,5,Aprovado por Nota/Frequência
f8+7ek,SI35F,5,Aprovado por Nota/Frequência
f8+7ek,SI35G,5,Aprovado por Nota/Frequência
f8+7ek,SI36A,6,Aprovado por Nota/Frequência
f8+7ek,SI36C,6,Aprovado por Nota/Frequência
f8+7ek,SI36B,6,Aprovado por Nota/Frequência
f8+7ek,SI36F,6,Aprovado por Nota/Frequência
f8+7ek,SI37A,6,Aprovado por Nota
f8+7ek,SI36H,6,Aprovado por Nota/Frequência
f8+7ek,SI36G,6,Aprovado por Nota/Frequência
f8+7ek,SI36E,6,Aprovado por Nota/Frequência
f8+7ek,SI36D,6,Aprovado por Nota/Frequência
j7kuz8,SI31F,1,Aprovado por Nota/Frequência
j7kuz8,SI31A,1,Aprovado por Nota/Frequência
j7kuz8,SI31E,1,Aprovado por Nota/Frequência
j7kuz8,SI31D,1,Reprovado por Nota
j7kuz8,SI31C,1,Reprovado por Nota
j7kuz8,SI31B,1,Aprovado por Nota/Frequência
j7kuz8,SI31G,1,Aprovado por Nota/Frequência
j7kuz8,SI32E,2,Aprovado por Nota/Frequência
j7kuz8,SI32D,2,Aprovado por Nota/Frequência
j7kuz8,SI32C,2,Aprovado por Nota/Frequência
j7kuz8,SI32B,2,Aprovado por Nota/Frequência
j7kuz8,SI32A,2,Aprovado por Nota/Frequência
j7kuz8,SI32F,2,Aprovado por Nota/Frequência
j7kuz8,SI33B,3,Aprovado por Nota/Frequência
j7kuz8,SI33D,3,Aprovado por Nota/Frequência
j7kuz8,SI33F,3,Aprovado por Nota/Frequência
j7kuz8,SI33A,3,Aprovado por Nota/Frequência
j7kuz8,SI33C,3,Aprovado por Nota/Frequência
j7kuz8,SI33E,3,Aprovado por Nota/Frequência
j7kuz8,SI34D,4,Aprovado por Nota/Frequência
j7kuz8,SI34D,4,Reprovado por Nota
j7kuz8,SI34F,4,Aprovado por Nota/Frequência
j7kuz8,SI34C,4,Aprovado por Nota/Frequência
j7kuz8,SI34A,4,Reprovado por Nota
j7kuz8,SI34A,4,Aprovado por Nota/Frequência
j7kuz8,SI34B,4,Aprovado por Nota/Frequência
j7kuz8,SI34F,4,Reprovado por Nota
j7kuz8,SI34E,4,Aprovado por Nota/Frequência
j7kuz8,SI31C,4,Aprovado por Nota/Frequência
j7kuz8,SI35G,5,Reprovado por Nota
j7kuz8,SI35D,5,Aprovado por Nota/Frequência
j7kuz8,SI35E,5,Aprovado por Nota/Frequência
j7kuz8,SI35A,5,Aprovado por Nota/Frequência
j7kuz8,SI35B,5,Aprovado por Nota/Frequência
j7kuz8,SI35C,5,Reprovado por Nota
j7kuz8,SI31D,5,Aprovado por Nota/Frequência
j7kuz8,SI35F,5,Aprovado por Nota/Frequência
j7kuz8,SI36G,6,Aprovado por Nota/Frequência
j7kuz8,SI37A,6,Aprovado por Nota
j7kuz8,SI36H,6,Aprovado por Nota/Frequência
j7kuz8,SI35C,6,Aprovado por Nota/Frequência
j7kuz8,SI35G,6,Aprovado por Nota/Frequência
j7kuz8,SI36A,6,Aprovado em Exame de Suficiência
j7kuz8,SI36C,6,Aprovado em Exame de Suficiência
j7kuz8,SI36B,6,Aprovado por Nota/Frequência
j7kuz8,SI36F,6,Aprovado por Nota/Frequência
j7kuz8,SI36D,6,Reprovado por Nota
j7kuz8,SI36D,6,Aprovado por Nota/Frequência
j7kuz8,SI36E,6,Aprovado em Exame de Suficiência
kfcwz8,SI31E,1,Reprovado por Nota/Frequência
kfcwz8,SI31A,1,Aprovado em Exame de Suficiência
kfcwz8,SI31B,1,Aprovado em Exame de Suficiência
kfcwz8,SI31F,1,Aprovado por Nota/Frequência
kfcwz8,SI31D,1,Aprovado por Nota/Frequência
kfcwz8,SI31C,1,Aprovado por Nota/Frequência
kfcwz8,SI31G,1,Aprovado por Nota/Frequência
kfcwz8,SI32D,2,Aprovado por Nota/Frequência
kfcwz8,SI32F,2,Aprovado por Nota/Frequência
kfcwz8,SI32B,2,Aprovado por Nota/Frequência
kfcwz8,SI32C,2,Aprovado em Exame de Suficiência
kfcwz8,SI32A,2,Reprovado por Nota
kfcwz8,SI32E,2,Reprovado por Nota/Frequência
kfcwz8,SI31E,3,Aprovado por Nota/Frequência
kfcwz8,SI32E,3,Reprovado por Nota
kfcwz8,SI33B,3,Reprovado por Nota/Frequência
kfcwz8,SI33B,3,Reprovado por Nota/Frequência
kfcwz8,SI33D,3,Aprovado por Nota/Frequência
kfcwz8,SI33C,3,Aprovado por Nota/Frequência
kfcwz8,SI33E,3,Aprovado por Nota/Frequência
kfcwz8,SI33F,3,Reprovado por Nota
kfcwz8,SI33F,3,Aprovado por Nota/Frequência
kfcwz8,SI33A,3,Aprovado por Nota/Frequência
kfcwz8,SI34F,4,Reprovado por Nota
kfcwz8,SI34E,4,Aprovado por Nota/Frequência
kfcwz8,SI34B,4,Aprovado por Nota/Frequência
kfcwz8,SI34D,4,Aprovado por Nota/Frequência
kfcwz8,SI34C,4,Aprovado por Nota/Frequência
kfcwz8,SI34A,4,Aprovado por Nota/Frequência
kfcwz8,SI33B,4,Aprovado por Nota/Frequência
kfcwz8,SI32E,4,Aprovado por Nota/Frequência
kfcwz8,SI35B,5,Aprovado por Nota/Frequência
kfcwz8,SI35E,5,Aprovado por Nota/Frequência
kfcwz8,SI35G,5,Reprovado por Nota
kfcwz8,SI35A,5,Aprovado por Nota/Frequência
kfcwz8,SI35F,5,Reprovado por Nota
kfcwz8,SI35D,5,Reprovado por Nota
kfcwz8,SI34F,5,Aprovado por Nota/Frequência
kfcwz8,SI35D,5,Aprovado por Nota/Frequência
kfcwz8,SI35C,5,Aprovado por Nota/Frequência
kfcwz8,SI36F,6,Aprovado por Nota/Frequência
kfcwz8,SI37A,6,Aprovado por Nota
kfcwz8,SI36G,6,Aprovado por Nota/Frequência
kfcwz8,SI35F,6,Aprovado por Nota/Frequência
kfcwz8,SI36A,6,Aprovado por Nota/Frequência
kfcwz8,SI35G,6,Aprovado por Nota/Frequência
kfcwz8,SI36B,6,Aprovado por Nota/Frequência
kfcwz8,SI36D,6,Aprovado por Nota/Frequência
kfcwz8,SI36E,6,Aprovado por Nota/Frequência
kfcwz8,SI36H,6,Aprovado por Nota/Frequência
kfcwz8,SI32A,6,Aprovado por Nota/Frequência
kfcwz8,SI36C,6,Aprovado por Nota/Frequência
ktejff,SI31B,1,Aprovado por Nota/Frequência
ktejff,SI31C,1,Reprovado por Nota/Frequência
ktejff,SI31E,1,Aprovado por Nota/Frequência
ktejff,SI31F,1,Aprovado por Nota/Frequência
ktejff,SI31G,1,Aprovado por Nota/Frequência
ktejff,SI31D,1,Reprovado por Nota
ktejff,SI31A,1,Aprovado por Nota/Frequência
ktejff,SI32F,2,Aprovado por Nota/Frequência
ktejff,SI32B,2,Reprovado por Nota
ktejff,SI32D,2,Reprovado por Nota
ktejff,SI32C,2,Aprovado em Exame de Suficiência
ktejff,SI32E,2,Crédito Consignado
ktejff,SI32A,2,Aprovado por Nota/Frequência
ktejff,SI33E,3,Aprovado por Nota/Frequência
ktejff,SI33D,3,Reprovado por Nota/Frequência
ktejff,SI33D,3,Aprovado por Nota/Frequência
ktejff,SI33F,3,Reprovado por Nota/Frequência
ktejff,SI33E,3,Reprovado por Nota/Frequência
ktejff,SI33C,3,Aprovado por Nota/Frequência
ktejff,SI33C,3,Reprovado por Nota/Frequência
ktejff,SI33B,3,Reprovado por Nota/Frequência
ktejff,SI33B,3,Reprovado por Nota/Frequência
ktejff,SI33B,3,Reprovado por Nota/Frequência
ktejff,SI33A,3,Aprovado por Nota/Frequência
ktejff,SI33A,3,Reprovado por Nota/Frequência
ktejff,SI33F,3,Aprovado por Nota/Frequência
ktejff,SI32D,3,Reprovado por Nota/Frequência
ktejff,SI31D,3,Reprovado por Nota
ktejff,SI31D,3,Reprovado por Nota/Frequência
ktejff,SI31C,3,Aprovado por Nota/Frequência
ktejff,SI32D,3,Aprovado por Nota/Frequência
ktejff,SI34B,4,Reprovado por Nota/Frequência
ktejff,SI34D,4,Reprovado por Nota/Frequência
ktejff,SI34D,4,Reprovado por Nota/Frequência
ktejff,SI34F,4,Reprovado por Nota/Frequência
ktejff,SI34E,4,Reprovado por Nota/Frequência
ktejff,SI34E,4,Reprovado por Nota/Frequência
ktejff,SI34A,4,Reprovado por Nota/Frequência
ktejff,SI34A,4,Reprovado por Nota/Frequência
ktejff,SI34C,4,Reprovado por Nota/Frequência
ktejff,SI34C,4,Reprovado por Nota/Frequência
ktejff,SI34B,4,Reprovado por Nota/Frequência
m1n+un,SI31A,1,Aprovado por Nota/Frequência
m1n+un,SI31E,1,Aprovado por Nota/Frequência
m1n+un,SI31B,1,Aprovado por Nota/Frequência
m1n+un,SI31D,1,Aprovado por Nota/Frequência
m1n+un,SI31G,1,Aprovado por Nota/Frequência
m1n+un,SI31C,1,Reprovado por Nota/Frequência
m1n+un,SI31F,1,Aprovado por Nota/Frequência
m1n+un,SI32A,2,Aprovado por Nota/Frequência
m1n+un,SI32B,2,Reprovado por Nota
m1n+un,SI32C,2,Aprovado por Nota/Frequência
m1n+un,SI32D,2,Aprovado por Nota/Frequência
m1n+un,SI32F,2,Aprovado por Nota/Frequência
m1n+un,SI32E,2,Aprovado por Nota/Frequência
m1n+un,SI31C,3,Aprovado por Nota/Frequência
m1n+un,SI33D,3,Reprovado por Nota
m1n+un,SI33F,3,Aprovado por Nota/Frequência
m1n+un,SI33E,3,Aprovado por Nota/Frequência
m1n+un,SI33E,3,Reprovado por Nota
m1n+un,SI33D,3,Aprovado por Nota/Frequência
m1n+un,SI33C,3,Aprovado por Nota/Frequência
m1n+un,SI33C,3,Reprovado por Nota
m1n+un,SI33B,3,Reprovado por Nota/Frequência
m1n+un,SI33B,3,Reprovado por Nota/Frequência
m1n+un,SI33A,3,Aprovado por Nota/Frequência
m1n+un,SI34C,4,Aprovado por Nota/Frequência
m1n+un,SI34D,4,Aprovado por Nota/Frequência
m1n+un,SI34A,4,Aprovado por Nota/Frequência
m1n+un,SI34B,4,Aprovado por Nota/Frequência
m1n+un,SI34E,4,Aprovado por Nota/Frequência
m1n+un,SI34F,4,Reprovado por Nota
m1n+un,SI34F,5,Aprovado por Nota/Frequência
m1n+un,SI35A,5,Aprovado por Nota/Frequência
m1n+un,SI35C,5,Aprovado por Nota/Frequência
m1n+un,SI35D,5,Aprovado por Nota/Frequência
m1n+un,SI35F,5,Reprovado por Nota
m1n+un,SI35G,5,Aprovado por Nota/Frequência
m1n+un,SI35E,5,Aprovado por Nota/Frequência
m1n+un,SI35B,5,Aprovado por Nota/Frequência
m1n+un,SI35F,6,Aprovado por Nota/Frequência
m1n+un,SI37A,6,Aprovado por Nota
m1n+un,SI36F,6,Aprovado por Nota/Frequência
m1n+un,SI36G,6,Aprovado por Nota/Frequência
m1n+un,SI36C,6,Aprovado em Exame de Suficiência
m1n+un,SI36H,6,Aprovado por Nota/Frequência
m1n+un,SI36E,6,Aprovado por Nota/Frequência
m1n+un,SI36B,6,Aprovado por Nota/Frequência
m1n+un,SI36D,6,Aprovado por Nota/Frequência
m1n+un,SI33B,6,Aprovado por Nota/Frequência
m1n+un,SI32B,6,Aprovado por Nota/Frequência
m1n+un,SI36A,6,Aprovado por Nota/Frequência
n+te5c,SI31A,1,Aprovado por Nota/Frequência
n+te5c,SI31B,1,Reprovado por Nota/Frequência
n+te5c,SI31B,1,Reprovado por Nota/Frequência
n+te5c,SI31B,1,Reprovado por Nota
n+te5c,SI31B,1,Reprovado por Nota/Frequência
n+te5c,SI31B,1,Aprovado por Nota/Frequência
n+te5c,SI31B,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Reprovado por Nota/Frequência
n+te5c,SI31C,1,Aprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31D,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31E,1,Reprovado por Nota/Frequência
n+te5c,SI31F,1,Reprovado por Nota/Frequência
n+te5c,SI31F,1,Reprovado por Nota/Frequência
n+te5c,SI31F,1,Reprovado por Nota/Frequência
n+te5c,SI31F,1,Reprovado por Nota/Frequência
n+te5c,SI31F,1,Reprovado por Nota/Frequência
n+te5c,SI31G,1,Reprovado por Nota/Frequência
n+te5c,SI31G,1,Reprovado por Nota/Frequência
n+te5c,SI31G,1,Reprovado por Nota/Frequência
n+te5c,SI31G,1,Reprovado por Nota/Frequência
n+te5c,SI31G,1,Reprovado por Nota/Frequência
n+te5c,SI32A,2,Reprovado por Nota/Frequência
n+te5c,SI31G,2,Aprovado por Nota/Frequência
n+te5c,SI32B,2,Reprovado por Nota/Frequência
n+te5c,SI32B,2,Reprovado por Nota/Frequência
n+te5c,SI32D,2,Reprovado por Nota/Frequência
n+te5c,SI32D,2,Reprovado por Nota/Frequência
n+te5c,SI32C,2,Reprovado por Nota
n+te5c,SI32C,2,Reprovado por Nota/Frequência
n+te5c,SI32E,2,Reprovado por Nota/Frequência
n+te5c,SI32E,2,Reprovado por Nota/Frequência
n+te5c,SI32F,2,Reprovado por Nota/Frequência
n+te5c,SI32F,2,Reprovado por Nota/Frequência
n+te5c,SI31D,2,Aprovado por Nota/Frequência
n+te5c,SI31E,2,Aprovado por Nota/Frequência
n+te5c,SI31F,2,Aprovado por Nota/Frequência
n+te5c,SI32A,2,Reprovado por Nota/Frequência
nwkf5c,SI31A,1,Aprovado por Nota/Frequência
nwkf5c,SI31B,1,Aprovado por Nota/Frequência
nwkf5c,SI31C,1,Reprovado por Nota/Frequência
nwkf5c,SI31D,1,Aprovado por Nota/Frequência
nwkf5c,SI31E,1,Aprovado por Nota/Frequência
nwkf5c,SI31G,1,Aprovado por Nota/Frequência
nwkf5c,SI31F,1,Aprovado por Nota/Frequência
nwkf5c,SI32F,2,Aprovado por Nota/Frequência
nwkf5c,SI32E,2,Aprovado por Nota/Frequência
nwkf5c,SI32D,2,Aprovado por Nota/Frequência
nwkf5c,SI32A,2,Aprovado por Nota/Frequência
nwkf5c,SI32B,2,Reprovado por Nota
nwkf5c,SI32C,2,Aprovado por Nota/Frequência
nwkf5c,SI33D,3,Aprovado por Nota/Frequência
nwkf5c,SI33E,3,Aprovado por Nota/Frequência
nwkf5c,SI33C,3,Reprovado por Nota
nwkf5c,SI33C,3,Aprovado por Nota/Frequência
nwkf5c,SI33B,3,Aprovado por Nota/Frequência
nwkf5c,SI33D,3,Reprovado por Nota
nwkf5c,SI33F,3,Aprovado em Exame de Suficiência
nwkf5c,SI33A,3,Aprovado por Nota/Frequência
nwkf5c,SI33C,3,Reprovado por Nota/Frequência
nwkf5c,SI34D,4,Aprovado por Nota/Frequência
nwkf5c,SI34E,4,Aprovado por Nota/Frequência
nwkf5c,SI34F,4,Aprovado por Nota/Frequência
nwkf5c,SI34B,4,Aprovado por Nota/Frequência
nwkf5c,SI34C,4,Reprovado por Nota/Frequência
nwkf5c,SI34A,4,Aprovado por Nota/Frequência
nwkf5c,SI35G,5,Reprovado por Nota
nwkf5c,SI35F,5,Aprovado por Nota/Frequência
nwkf5c,SI35C,5,Reprovado por Nota
nwkf5c,SI35C,5,Reprovado por Nota/Frequência
nwkf5c,SI35D,5,Reprovado por Nota/Frequência
nwkf5c,SI35A,5,Reprovado por Nota
