id,Per. Ingresso,Curso,Forma de Ingresso,Sigla Cota,Escola Pública?,Coeficiente,Sexo,Idade,Situação Atual do Aluno,Período do Aluno,Em que localidade da cidade seu domicílio se encontra?,Necessita de trabalhar durante o curso?,Como pretende se locomover até a UTFPR durante o seu curso?,Motivo que o levou a escolher a UTFPR?,Principal motivo da escolha do curso:,Aprovado por Nota/Frequência,Reprovado por Nota/Frequência,Crédito Consignado,Reprovado por Nota,Aprovado em Exame de Suficiência,Aprovado por Nota,Reprovado por Frequência,Reprovado em Exame de Suficência,Reprovado,Aprovado por Frequência
ufhn1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6414,M,20,Regular,5,Bairro na região central da cidade.,Não.,Outra forma.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,23,1,2,7,0,0,0,0,0,0
kxc3+t,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5092,M,23,Regular,4,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,Outro motivo. Qual?,10,4,6,7,1,0,0,0,0,0
x7en1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3582,M,32,Regular,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,7,8,1,3,0,0,0,0,0,0
7ka4in,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6963,M,21,Regular,6,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,24,1,2,3,0,0,0,0,0,0
j3kd7c,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6397,M,23,Regular,6,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,26,2,3,4,0,0,0,0,0,0
m86cdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7112,M,26,Regular,6,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,Horário mais compatível com outras atividades.,15,0,19,3,1,0,0,0,0,0
g3en1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.48,M,22,Regular,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,14,0,2,11,0,0,0,0,0,0
4ks3kk,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2793,F,21,Regular,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,5,15,0,3,0,0,0,0,0,0
yf6cdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6282,M,23,Regular,6,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,24,2,3,3,0,0,0,0,0,0
qx+qdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5367,M,22,Regular,4,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,15,4,0,7,0,0,0,0,0,0
fd+pqx,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5428,M,25,Regular,4,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,16,2,1,7,0,0,0,0,0,0
kqwa+t,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.238,M,25,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,1,3,0,1,0,0,0,0,0,0
h+rr1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.186,M,25,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,1,4,0,0,0,0,0,0,0,0
ubbx38,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.3914,M,28,Desistente,3,Condomínio residencial fechado.,"Sim, desde o início, em período integral.",De Moto.,"Fácil acesso. (proximidade da residência, condução, etc.).",Horário mais compatível com outras atividades.,0,6,8,0,0,0,0,0,0,0
sxqhin,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5815,M,23,Regular,4,Conjunto habitacional.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão que promete boa renda financeira.,14,4,6,3,0,0,0,0,0,0
ob+pqx,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4742,M,20,Trancado,3,Condomínio residencial fechado.,"Sim, desde o início, em período integral.",Através de algum familiar que possui automóvel.,É a que oferece o horário adequado.,Horário mais compatível com outras atividades.,8,4,2,0,0,0,0,0,0,0
zp3xqx,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4167,M,21,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,5,0,1,8,0,0,0,0,0,0
ub45kk,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7566,M,38,Regular,6,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,Outro motivo. Qual?,0,1,33,0,0,0,0,0,0,0
uugg8f,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.638,M,21,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,4,0,1,1,0,0,0,0,0,0
cxrf7c,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.1958,M,23,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,8,0,4,0,0,0,0,0,0
88mf7c,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5638,M,25,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,12,3,1,2,0,0,0,0,0,0
zkwx38,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6,M,22,Desistente,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão com bom mercado de trabalho.,4,0,1,1,0,0,0,0,0,0
i+yx38,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4981,M,22,Desistente,4,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,16,5,2,5,0,0,0,0,0,0
sxp7+t,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0133,M,20,Desistente,1,Condomínio residencial fechado.,Não sabe.,De Moto.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,0,5,0,0,0,0,0,0,0,0
jzje8f,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Reopção de Curso,Não cotista,Escola Pública,0.714,M,27,Regular,6,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De automóvel próprio.,"Fácil acesso. (proximidade da residência, condução, etc.).",Horário mais compatível com outras atividades.,7,0,23,0,2,0,0,0,0,0
f7re1w,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.792,M,26,Regular,6,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,26,0,0,0,0,0,0,0,0,0
yuy81w,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.75,M,22,Regular,6,Bairro na região central da cidade.,Não sabe.,De automóvel próprio.,"Fácil acesso. (proximidade da residência, condução, etc.).",Outro motivo. Qual?,18,1,5,1,0,0,0,0,0,0
qyo9in,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.8568,M,26,Regular,6,Condomínio residencial fechado.,"Sim, desde o início, em período integral.",De automóvel próprio.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,26,0,1,0,1,0,0,0,0,0
f6itdz,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.646,M,22,Regular,5,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o horário adequado.,Horário mais compatível com outras atividades.,21,0,2,3,0,0,0,0,0,0
jnq6kk,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.73,M,20,Regular,6,Conjunto habitacional.,"Sim, desde o início, em período parcial.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,25,0,1,1,0,0,0,0,0,0
mty81w,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8082,M,29,Regular,6,Bairro na região central da cidade.,Não sabe.,Outra forma.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.,23,1,6,0,0,0,0,0,0,0
fpne7c,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7237,M,23,Regular,6,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,23,2,1,1,0,0,0,0,0,0
ijrj8f,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.8271,M,20,Regular,6,Conjunto habitacional.,Não sabe.,Outra forma.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,26,0,0,0,0,0,0,0,0,0
myq6kk,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6312,M,24,Regular,4,Bairro na periferia da cidade.,Não sabe.,Através de algum familiar que possui automóvel.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,16,0,0,6,0,0,0,0,0,0
q7x9in,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6045,M,24,Regular,3,Bairro na periferia da cidade.,Não sabe.,Outra forma.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,18,1,2,6,0,0,0,0,0,0
a3fj8f,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7317,M,21,Regular,6,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,24,0,0,1,0,0,0,0,0,0
r831qx,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4029,M,29,Regular,3,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De automóvel próprio.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,5,11,6,1,1,0,0,0,0,0
pzfj8f,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7382,M,23,Regular,6,Bairro na periferia da cidade.,Não sabe.,A pé.,"Fácil acesso. (proximidade da residência, condução, etc.).",Outro motivo. Qual?,24,0,1,2,0,0,0,0,0,0
f7b81w,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.7399,M,28,Regular,6,Conjunto habitacional.,"Sim, desde o início, em período integral.",De Moto.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,24,0,0,0,1,0,0,0,0,0
ukt9in,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6506,F,24,Regular,6,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Satisfaz as condições socioeconômicas da família.,Horário mais compatível com outras atividades.,12,2,16,4,1,0,0,0,0,0
jb5u38,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7039,M,19,Regular,5,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,21,1,2,3,0,0,0,0,0,0
hdc7+t,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0,M,28,Desistente,1,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão com bom mercado de trabalho.,0,5,0,0,0,0,0,0,0,0
39x9in,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6444,M,23,Desistente,2,Conjunto habitacional.,"Sim, desde o início, em período parcial.",De Moto.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,4,0,0,1,0,0,0,0,0,0
+pu7kk,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,Reopção de Curso,Não cotista,Escola Particular,0.4846,M,27,Regular,4,Bairro na região central da cidade.,Não.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,1,10,14,0,0,0,0,0,0,0
xs3u38,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.2742,M,32,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,2,7,1,0,0,0,0,0,0,0
dqx6kk,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5964,M,21,Trancado,3,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De automóvel próprio.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,7,2,4,2,0,0,0,0,0,0
ra3u38,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6703,M,20,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,8,0,0,3,0,0,0,0,0,0
+eztdz,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.5786,M,25,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,2,0,2,0,0,0,0,0,0
u5de7c,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6212,M,20,Regular,3,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,13,1,0,3,0,0,0,0,0,0
qox6kk,1,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4915,M,29,Desistente,3,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o horário adequado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,1,5,13,0,1,0,0,0,0,0
jgxny1,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5397,M,46,Regular,3,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,10,0,0,6,0,0,0,0,0,0
ftdp1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8123,M,20,Regular,5,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",Outra forma.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,21,0,0,0,0,0,0,0,0,0
nygp1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4353,M,20,Regular,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,7,3,0,7,0,0,0,0,0,0
oqirsn,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5423,F,21,Regular,2,Condomínio residencial fechado.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,9,2,0,3,0,0,0,0,0,0
77np1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8095,M,25,Regular,5,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,21,0,0,0,0,0,0,0,0,0
gsgx8f,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.2688,M,22,Regular,2,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,5,10,0,3,0,0,0,0,0,0
95np1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4838,M,22,Regular,2,Condomínio residencial fechado.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,9,4,0,3,0,0,0,0,0,0
cj1rsn,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4153,M,26,Regular,3,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,4,8,11,0,0,0,0,0,0,0
rafadz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1119,M,20,Regular,2,Bairro na região central da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,11,0,2,0,0,0,0,0,0
6yursn,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5448,M,26,Regular,3,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,1,1,5,0,0,0,0,0,0
38azdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,M,21,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o horário adequado.,Horário mais compatível com outras atividades.,0,5,0,0,0,0,0,0,0,0
ntqny1,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.0,M,20,Desistente,1,Bairro na periferia da cidade.,Não.,De ônibus.,"Na realidade, gostaria de efetuar matrícula em outro curso.",Horário mais compatível com outras atividades.,0,5,0,0,0,0,0,0,0,0
9k5zdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0267,M,21,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,0,5,0,0,0,0,0,0,0,0
ewtny1,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0133,M,20,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Incerteza de ser classificado em outra instituição.,Horário mais compatível com outras atividades.,0,4,0,1,0,0,0,0,0,0
u91rsn,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.0067,M,37,Desistente,1,Bairro na periferia da cidade.,Não sabe.,Outra forma.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.,0,5,0,0,0,0,0,0,0,0
hnursn,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7219,M,20,Regular,5,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,19,2,0,1,0,0,0,0,0,0
oudp1w,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3222,M,20,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,2,0,1,0,0,0,0,0,0
qy7ny1,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.2933,M,26,Trancado,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,2,3,0,0,0,0,0,0,0,0
3ntdmk,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3044,M,19,Trancado,2,Outro,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,1,2,0,2,0,0,0,0,0,0
wexny1,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4522,F,30,Trancado,2,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De Moto.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,1,0,2,0,0,0,0,0,0
x44aqx,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.356,F,29,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a que oferece o horário adequado.,O curso prepara para uma profissão com bom mercado de trabalho.,3,4,0,1,0,0,0,0,0,0
nc8x8f,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.3473,M,24,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,3,0,3,0,0,0,0,0,0
k+azdz,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4846,M,25,Desistente,3,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,1,7,10,0,0,0,0,0,0,0
qrtdmk,2,Curso Superior De Tecnologia Em Análise E Desenvolvimento De Sistemas,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2532,M,22,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De automóvel próprio.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,0,7,5,0,0,0,0,0,0,0
