id,Per. Ingresso,Curso,Forma de Ingresso,Sigla Cota,Escola Pública?,Coeficiente,Sexo,Idade,Situação Atual do Aluno,Período do Aluno,Em que localidade da cidade seu domicílio se encontra?,Necessita de trabalhar durante o curso?,Como pretende se locomover até a UTFPR durante o seu curso?,Motivo que o levou a escolher a UTFPR?,Principal motivo da escolha do curso:,Aprovado por Nota/Frequência,Reprovado por Nota/Frequência,Crédito Consignado,Reprovado por Nota,Aprovado em Exame de Suficiência,Aprovado por Nota,Reprovado por Frequência,Reprovado em Exame de Suficência,Reprovado,Aprovado por Frequência
eg335c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.1474,M,27,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,1,1,0,4,0,0,0,0,0,0
788a5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3415,F,27,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão com bom mercado de trabalho.,2,0,0,4,0,0,0,0,0,0
nh1pjk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2575,M,27,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,5,6,0,4,0,0,0,0,0,0
31hbpx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.1643,M,37,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,0,9,3,0,0,0,0,0,0,0
8g8a5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4652,F,29,Transferido,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,9,1,0,11,0,0,0,0,0,0
bfo4ff,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.15593,M,27,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão com bom mercado de trabalho.,3,12,0,6,0,0,0,0,0,0
yyttjk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.37963,M,27,Desistente,1,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,9,3,0,8,0,0,0,0,0,0
xdnpwn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.24147,M,28,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",Horário mais compatível com outras atividades.,7,19,0,6,0,0,0,0,0,0
u9oc9t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2021,M,27,Desistente,1,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,5,16,0,8,1,0,0,0,0,0
u68+bz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4841,F,45,Desistente,2,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,10,1,0,5,0,0,0,0,0,0
acd5ow,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4162,M,28,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,9,2,0,8,0,0,0,0,0,0
5amba8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8449,M,26,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,0,1,0,0,1,0,0,0,0
zkena8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.35701,F,32,Desistente,2,"Região rural (chácara, sítio, fazenda, aldeia, etc.).",Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,9,5,0,4,0,0,0,0,0,0
e+8+bz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.54388,M,28,Desistente,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão que promete boa renda financeira.,17,4,1,8,0,0,0,0,0,0
n1kna8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7375,M,28,Formado,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,2,2,1,0,1,0,0,0,0
gyefpx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6633,M,27,Formado,8,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,0,6,9,1,1,0,0,0,0
744qjk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7033,M,27,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,50,1,4,4,1,1,0,0,0,0
c887ff,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7684,F,27,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,51,0,1,0,0,1,0,0,0,0
c5yqwn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6757,M,27,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,2,5,3,0,1,0,0,0,0
5d7iff,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7771,M,28,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,"É pouco procurada, o que torna fácil a classificação.",O curso prepara para uma profissão de acordo com as minhas aptidões.,46,0,7,0,0,1,0,0,0,0
k7fkjk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8511,F,27,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,0,1,0,0,1,0,0,0,0
js4ynz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5011,M,31,Desistente,6,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,38,26,0,2,0,0,0,0,0,0
7kfh5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.494,M,27,Transferido,4,Bairro na região central da cidade.,Não.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,35,8,3,21,0,0,0,0,0,0
s6jypx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5064,M,28,Mudou de Curso,5,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,41,17,1,12,0,0,0,0,0,0
tfsaff,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7658,M,27,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,48,0,4,3,0,1,0,0,0,0
htis5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.695,M,27,Formado,8,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,0,5,6,0,1,0,0,0,0
818ojk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6142,F,27,Formado,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,51,5,9,12,0,1,0,0,0,0
z9dj9t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.2547,M,28,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,16,33,0,10,0,0,0,0,0,0
67oc9t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6053,M,29,Formado,8,Condomínio residencial fechado.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,6,7,12,0,1,0,0,0,0
iot+z8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.8112,M,27,Formado,8,Outro,Não.,A pé.,É a única na região que oferece o curso desejado.,Outro motivo. Qual?,45,0,4,0,4,1,0,0,0,0
ubxo9t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7099,M,28,Formado,8,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,50,0,4,5,0,1,0,0,0,0
kfosow,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2423,M,33,Desistente,3,Conjunto habitacional.,"Sim, desde o início, em período parcial.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,17,56,3,12,0,0,0,0,0,0
ez7cjk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3414,M,27,Desistente,4,Condomínio residencial fechado.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,29,44,2,17,0,0,0,0,0,0
kj87ff,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5354,M,27,Formado,8,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",A pé.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,1,38,28,1,1,0,0,0,0
81x9cx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7529,F,27,Formado,8,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,49,0,4,3,0,1,0,0,0,0
cuynpx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4598,F,27,Jubilado,5,Bairro na região central da cidade.,Não.,Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,42,1,32,38,1,0,0,0,0,0
n+zrnz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4313,F,26,Jubilado,5,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,46,32,36,12,0,0,0,0,0,0
8jfh5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5411,M,27,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,19,6,14,0,1,0,0,0,0
hfobnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4404,M,28,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,8,3,0,2,0,0,0,0,0,0
txbqjk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5274,M,27,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,4,1,0,1,0,0,0,0,0,0
p7hxjk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6406,M,29,Transferido,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,0,0,2,0,0,0,0,0,0
q1frpx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.81947,M,27,Transferido,4,Bairro na periferia da cidade.,Não.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,19,0,0,0,0,0,0,0,0,0
+gonpx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5336,M,26,Desistente,2,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,13,2,0,4,0,0,0,0,0,0
txrp9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.18771,M,29,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão com bom mercado de trabalho.,4,24,2,2,0,0,0,0,0,0
cronpx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2251,M,28,Desistente,1,Conjunto habitacional.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,9,16,1,7,0,0,0,0,0,0
turp9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.235,M,27,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão com bom mercado de trabalho.,8,12,0,9,1,0,0,0,0,0
irpda8,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3195,M,31,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",De automóvel próprio.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,9,7,1,9,0,0,0,0,0,0
fkexwn,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.246,M,26,Desistente,1,Condomínio residencial fechado.,Não.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,9,12,1,5,0,0,0,0,0,0
5h5a5c,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.263,M,26,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,3,0,0,0,0,0,0,0,0
rf1da8,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.4747,M,30,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,22,7,2,11,0,0,0,0,0,0
ki73ff,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.2574,F,27,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,7,7,0,8,0,0,0,0,0,0
bk9bnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3501,F,28,Desistente,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,13,12,1,8,0,0,1,0,0,0
dcexwn,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8198,M,27,Mudou de Curso,5,Bairro na região central da cidade.,Não sabe.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,54,0,6,0,0,0,0,0,0,0
4n1da8,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.43044,M,63,Desistente,1,Bairro na região central da cidade.,Não sabe.,De automóvel próprio.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,9,0,3,11,0,0,0,0,0,0
mhsa5c,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3944,M,29,Desistente,3,Bairro na periferia da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,19,11,3,14,0,0,0,0,0,0
bu+c9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.483,F,27,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,12,1,1,6,0,0,0,0,0,0
jw93ff,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.57443,F,32,Desistente,1,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,14,0,0,4,0,0,0,0,0,0
pjkxwn,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.26881,M,27,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.,8,10,0,3,0,0,0,0,0,0
6m3xwn,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.3204,M,26,Mudou de Curso,2,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,16,16,4,13,0,0,0,0,0,0
ajjbnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.52075,F,32,Desistente,3,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,17,1,0,8,0,0,0,0,0,0
1eqbnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1556,M,26,Desistente,1,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,Horário mais compatível com outras atividades.,3,9,0,5,0,0,0,0,0,0
as1npx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.2169,M,27,Desistente,3,Bairro na região central da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,41,1,3,0,0,2,0,0,0
htrp9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7345,M,27,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,50,0,0,5,1,1,0,0,0,0
dwfrpx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7775,M,29,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,0,3,3,0,1,0,0,0,0
jn8p9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6024,M,31,Formado,8,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,50,4,4,15,1,1,0,0,0,0
+s73ff,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4716,M,27,Mudou de Curso,5,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,33,7,6,21,0,0,0,0,0,0
4kx3ow,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.506,M,26,Mudou de Curso,7,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.,42,8,3,19,0,0,0,0,0,0
e94q9t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6492,M,27,Desistente,7,Bairro na região central da cidade.,Não.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,42,5,3,13,0,0,0,0,0,0
f+jaow,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3508,F,27,Desistente,1,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,13,9,1,20,0,0,0,0,0,0
ne+3ff,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2981,M,27,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,16,27,9,24,0,0,0,0,0,0
9iddnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1024,M,27,Desistente,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,6,62,0,6,0,0,1,0,0,0
xa7a5c,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4427,M,27,Mudou de Curso,5,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,34,28,4,17,0,0,1,0,0,0
8kqbnz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5025,M,27,Formado,8,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,47,23,36,19,2,1,0,0,0,0
836own,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7777,M,27,Desistente,8,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,51,1,0,2,0,0,0,0,0,0
rhoijk,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.2478,M,27,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão com bom mercado de trabalho.,0,5,0,0,0,0,1,0,0,0
9hbuwn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.28778,M,26,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão que promete boa renda financeira.,1,3,0,2,0,0,0,0,0,0
+gnu9t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1674,M,25,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,1,4,0,1,0,0,0,0,0,0
grkfnz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.8096,M,27,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"É pouco procurada, o que torna fácil a classificação.",O curso prepara para uma profissão de acordo com as minhas aptidões.,6,0,0,0,0,0,0,0,0,0
wqih5c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5563,F,25,Desistente,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão com bom mercado de trabalho.,4,0,0,2,0,0,0,0,0,0
s78fnz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5041,F,26,Desistente,2,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,4,0,0,2,0,0,0,0,0,0
wz+gnz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2622,F,28,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão com bom mercado de trabalho.,2,3,0,1,0,0,0,0,0,0
x8ruwn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.54078,M,27,Desistente,1,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,10,2,0,0,0,0,1,0,0,0
9u1swn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.41286,M,26,Desistente,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão que promete boa renda financeira.,6,3,0,3,0,0,0,0,0,0
4fruwn,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.21879,M,26,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão com bom mercado de trabalho.,4,10,0,4,0,0,0,0,0,0
u3xja8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.418,M,28,Desistente,2,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De automóvel próprio.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,20,10,2,14,0,0,0,0,0,0
